ID,table,diagnosis Year,Age Specific Incidence Age0_49,age Specific Incidence  Age 0-54,ageSpecificIncidenceAge 55-59,age SpecificIncidence Age60-64,ageSpecificIncidenceAge65_69,age Spes IncidenceAge70-74,Age_Specific_IncidenceAge75_79,Age80_84,Age85_89,Age 90
494,Male/Emergency dept,,0.095412895,0.41442853,0.82479262,0.77940094,0.94872993,1.1792018,1.7168838,1.1848078,1.0206972,0.63376176
495,Male/Emergency dept,,0,0,0,0,0,0,0,0,0,0
496,Male/Emergency dept,,0,0,0,0,0,0,0,0,0,0
497,Male/Emergency dept,,0,0,0,0,0,0,0,0,0,0
498,Male/Emergency dept,,0.06221148,0.85151583,0.8385309,0.81445354,1.1255288,1.2688423,0.78007245,1.2883388,1.8764982,0.59104103
499,Male/Emergency dept,2023,0.10745619,0.74507636,0.68130636,0.87262875,1.1255288,1.6653556,1.213446,1.4314876,1.4073737,1.1820821
500,,,,,,,,,,,,
501,Male/Non-emergency,All Years,,,,,,,,,,
502,Male/Non-emergency,2016,1.0848277,8.945466,13.349944,17.889399,18.768131,21.36367,20.897961,20.711411,17.591778,25.105
503,Male/Non-emergency,2017,1.1917247,9.5630312,12.921208,15.814931,18.571177,18.54431,15.333475,17.166939,13.777399,16.956005
504,Male/Non-emergency,2018,1.0663794,8.9620171,12.096958,17.081871,17.806931,17.393227,16.203091,15.2544,16.586329,19.012854
505,Male/Non-emergency,2019,0,0,0,0,0,0,0,0,0,0
506,Male/Non-emergency,2020,0,0,0,0,0,0,0,0,0,0
507,Male/Non-emergency,2021,0,0,0,0,0,0,0,0,0,0
508,Male/Non-emergency,2022,0.84268278,7.0782256,12.158698,15.998195,17.867769,18.001699,17.681643,18.46619,17.123047,18.913313
509,Male/Non-emergency,2023,0.91054982,7.237885,9.6955137,13.322133,16.742241,18.794727,17.681643,17.750446,18.53042,20.095394
510,,,,,,,,,,,,
511,Female/Emergency,All Years,,,,,,,,,,
512,Female/Emergency,2016,0.045943595xyz,0.15294324,0.17572212,0.26767167,0.44829351,0.88435525,0.92954659,0.91967314,2.1308291,2.3497276
513,Female/Emergency,2017,0.045943595xyz,0.20141961,0.33079231,0.25680616,0.47687498,0.20847681,0.38942099,1.3339316,1.3905523,1.7548683
514,Female/Emergency,2018,0.045943595xyz,0.10087708,0.48227066,0.37683612,0.34348845,0.54476357,0.93933141,0.59475166,0.86839479,0.87850815
515,Female/Emergency,2019,0.045943595xyz,0,0,0,0,0,0,0,0,0
516,Female/Emergency,2020,0.045943595xyz,0,0,0,0,0,0,0,0,0
517,Female/Emergency,2021,0.045943595xyz,0,0,0,0,0,0,0,0,0
518,Female/Emergency,2022,0.045943595xyz,0.20615666,0.40484846,0.44969717,0.66853768,0.50812453,0.45876119,0.81008577,0.83304453,2.0246253
519,Female/Emergency,2023,0.045943595xyz,0.1546175,0.45545453,0.33727288,0.4011226,0.58071375,0.76460201,1.0415388,0.66643566,0.86769652
520,,,,,,,,,,,,
521,Female/Non-emergency,All Years,,,,,,,,,,
522,Female/Non-emergency,2016,0.78104109,4.2314296,8.4932356,10.30536,11.399464,12.380974,15.38916,14.320624,18.983749,15.566945
523,Female/Non-emergency,2017,0.85054165,4.8340707,7.5530906,8.9240141,11.785625,12.647593,12.364117,14.673247,15.643713,16.086292
524,Female/Non-emergency,2018,0.66042984,4.0350828,6.5910325,7.9763646,10.235956,12.529562,14.841436,14.987742,16.4995,21.084196
525,Female/Non-emergency,2019,0,0,0,0,0,0,0,0,0,0
526,Female/Non-emergency,2020,0,0,0,0,0,0,0,0,0,0
527,Female/Non-emergency,2021,0,0,0,0,0,0,0,0,0,0
528,Female/Non-emergency,2022,0.60218704,4.3808289,6.5281816,6.914094,10.161773,12.267578,12.692393,15.854536,13.328712,15.040073
529,Female/Non-emergency,2023,0.45023328,4.8446817,6.0727272,7.8697004,9.5600891,11.541686,12.080711,15.275904,14.994802,16.197002
530,,,,,,,,,,,,
531,Male/Early,All Years,,,,,,,,,,
532,Male/Early,2016,0.62953728,3.9757626,5.8667917,6.5432043,8.3640585,9.6707973,8.6974173,8.9007721,6.4811816,8.8206758
533,Male/Early,2017,0.65207577,4.238749,6.0374207,5.9139867,8.0932751,8.7090683,7.1630831,7.292151,5.1990185,8.4780025
534,Male/Early,2018,0.58370245,3.9370711,5.1687002,6.7548084,8.6115484,8.6229134,6.8675351,5.775938,6.3793573,3.1688087
535,Male/Early,2019,0.45983407,3.133827,4.1906557,5.5651188,7.9769559,7.645288,8.6543512,8.0140228,4.9475193,5.4140549
536,Male/Early,2020,0.3696287,3.2468927,5.1363568,4.8575211,7.763761,6.8319712,6.6776781,7.2141256,4.1455021,7.077642
537,Male/Early,2021,0.40048549,2.9872224,4.8336234,6.6832237,8.6277924,9.2909174,7.0708089,6.7946424,7.026062,5.497056
538,Male/Early,2022,0,0,0,0,0,0,0,0,0,0
539,Male/Early,2023,0,0,0,0,0,0,0,0,0,0
540,,,,,,,,,,,,
541,Male/Advanced,All Years,,,,,,,,,,
542,Male/Advanced,2016,0.46653211,5.2312665,6.76477,10.650109,9.3840656,10.901626,10.509378,10.783628,9.8760862,10.177703
543,Male/Advanced,2017,0.56775564,5.6861267,6.6580901,9.4357986,10.116593,9.0093813,7.4988527,9.1151886,8.0584784,6.5215406
544,Male/Advanced,2018,0.51073962,4.8695354,7.0382304,9.8724117,8.6115484,9.2862148,8.6917238,8.4417553,8.4207516,12.675235
545,Male/Advanced,2019,0.38693354,4.3351274,6.554615,7.2725983,9.5869837,9.3199701,9.9937153,9.908247,7.9160309,8.4218636
546,Male/Advanced,2020,0.49283826,5.132185,6.4072084,9.0386782,10.520985,10.320638,9.0345058,9.4225311,9.5102701,8.2572489
547,Male/Advanced,2021,0.45197648,5.7124081,6.4098053,10.144178,10.281453,11.923344,13.235104,11.225931,12.598455,16.491169
548,Male/Advanced,2022,0,0,0,0,0,0,0,0,0,0
549,Male/Advanced,2023,0,0,0,0,0,0,0,0,0,0
550,,,,,,,,,,,,
551,Female/Early,All Years,,,,,,,,,,
552,Female/Early,2016,0.49389362,3.0078838,3.8073125,4.6842546,6.0839834,6.029695,7.7462215,6.1749482,7.7484694,4.9931712
553,Female/Early,2017,0.44825846,2.7695196,4.0246396,5.0719218,5.7906246,6.3237963,5.2571836,6.7909245,8.1694946,6.726995
554,Female/Early,2018,0.39051503,2.4210498,3.4294803,3.8939734,4.8088384,7.4224033,6.5753198,6.8991194,5.2103686,4.9782128
555,Female/Early,2019,0.35035178,1.9833077,3.0827575,3.3618212,5.2463799,6.0383029,6.1597662,4.5863686,6.0096154,5.6973724
556,Female/Early,2020,0.27043757,2.0904524,3.1850162,4.3322749,3.4278576,5.0740919,3.8074009,5.3436947,5.472218,5.1206336
557,Female/Early,2021,0.3918955,2.7416999,4.0625429,4.7416468,4.7745266,7.2171259,6.1607294,8.3106766,3.9278572,6.4438839
558,Female/Early,2022,0,0,0,0,0,0,0,0,0,0
559,Female/Early,2023,0,0,0,0,0,0,0,0,0,0
560,,,,,,,,,,,,
561,Female/Advanced,All Years,,,,,,,,,,
562,Female/Advanced,2016,0.26991862,1.3255081,4.3930531,4.8850083,5.2514381,5.3865275,7.1265235,7.3573852,11.622704,9.1051941
563,Female/Advanced,2017,0.36205491,1.9134862,3.363055,3.659488,5.6543746,5.7678585,5.9386702,8.2461224,6.9527612,7.0194731
564,,2018,,,3.2687232,4.2080035,5.2210245,5.1071582,8.3600492,6.6612186,8.6839476,11.713443
565,,2019,,,2.7692566,3.7896893,5.7986302,5.7699342,5.4350877,7.9967446,7.8983517,10.540139
566,,2020,0.19563569,1.7845325,3.1336448,4.6883521,5.4845724,5.5414424,7.7878656,7.4811726,9.5763817,9.3878279
567,Female/Advanced,2021,0.35781765,1.9801166,3.7578521,3.5273225,6.6161294,7.783175,7.8409286,9.9728127,10.929689,9.3729219
568,Female/Advanced,2022,0,0,0,0,0,0,0,0,0,0
569,Female/Advanced,2023,0,0,0,0,0,0,0,0,0,0
570,,,,,,,,,,,,
571,ILS1/East Midlands,All Years,,,,,,,,,,
572,ILS1/East Midlands,2016,0.16982657,1.8933297,2.2025948,0,0,7.1232681,0,6.4316955,9.9216194,0
573,ILS1/East Midlands,2017,0,7.4993439,4.2355833,0,5.5673089,6.5830617,0,0,0,0
574,ILS1/East Midlands,2018,0.50564808,3.7160215,4.0924902,12.360634,8.4388189,6.3181171,9.2579737,12.771392,19.936205,0
575,ILS1/East Midlands,2019,15.696202,101.34699,217.30029,233.78,338.84067,372.86768,334.11594,236.96683,248.68199,149.97501
576,ILS1/East Midlands,2020,13.690318,140.90514,180.06029,248.67528,239.74799,238.13158,279.52792,238.67848,241.8136,236.48648
577,ILS1/East Midlands,2021,19.251465,139.86255,200.85002,311.00885,283.42355,282.2919,284.92828,215.00458,202.3078,139.364
578,ILS1/East Midlands,2022,0,0,3.8353853,0,5.5998878,0,0,6.5967412,11.582117,0
579,ILS1/East Midlands,2023,0.33646527,3.6146755,1.9176927,2.2169015,2.7999439,0,4.0829659,6.5967412,0,0
580,,,,,,,,,,,,
581,ILS1/East of England,All Years,,,,,,,,,,
582,ILS1/East of England,2016,0.23118073,2.6367831,3.0377593,0,0,9.5479069,0,7.9668579,11.83572,0
583,ILS1/East of England,2017,0,10.343401,5.8964005,0,7.6648908,8.7496719,0,0,0,0
584,ILS1/East of England,2018,0.69065064,5.0713797,5.7380576,16.998709,11.604967,8.3948956,12.082402,15.898252,23.957834,0
585,ILS1/East of England,2019,21.481979,137.82735,302.39978,323.90558,462.37915,494.70255,437.45566,298.15613,299.94,174.65553
586,ILS1/East of England,2020,18.723692,189.82915,247.97844,347.31238,327.95636,317.88727,363.55243,299.37762,294.94901,278.10886
587,ILS1/East of England,2021,28.690947,197.07071,271.27182,405.45419,362.46082,363.50537,394.23599,305.23444,283.91168,212.68369
588,ILS1/East of England,2022,0,0,5.3821311,0,7.6825566,0,0,8.8479919,15.026296,0
589,ILS1/East of England,2023,0.47059599,5.0641885,2.6910655,3.1426775,3.8412783,0,5.3616428,8.8479919,0,0
590,,,,,,,,,,,,
591,ILS1/London,All Years,,,,,,,,,,
592,ILS1/London,2016,0.091280356,1.116221,1.4217471,0,0,6.6544666,0,5.4007344,9.2945442,0
593,ILS1/London,2017,0,4.3560171,2.7312331,0,4.8323188,6.2808151,0,0,0,0
594,ILS1/London,2018,0.2745626,2.1463833,2.6041327,8.7742386,7.0895171,6.054368,7.9352484,10.325778,17.447439,0
595,y6778899890,2019,8.571373,58.757545,136.19722,161.58588,277.14789,351.38065,296.83112,191.57088,214.77663,128.09564
596,y6778899890,2020,7.5180502,81.057159,111.36262,169.2663,190.7635,221.10097,255.07106,192.37584,205.33881,195.50342
597,ILS1/London,2021,11.831701,92.415115,130.83043,202.18526,180.95564,185.7523,199.57332,155.77873,145.37231,105.58649
598,ILS1/London,2022,0,0,2.3089623,0,4.2899122,0,0,5.896574,10.034116,0
599,ILS1/London,2023,0.18702583,2.1499367,1.1544812,1.494143,2.1449561,0,4.2263641,5.896574,0,0
600,,,,,,,,,,,,
601,ILS1/North East,All Years,,,,,,,,,,
602,ILS1/North East,2016,0.17050676,1.6218495,1.7976558,0,0,6.0860567,0,4.8878245,8.2774601,0
603,ILS1/North East,2017,0,6.5166745,3.5035474,0,4.5699663,5.5685487,0,0,0,0
604,ILS1/North East,2018,0.5115962,3.2867708,3.451251,10.069074,7.0150824,5.2788553,7.7035666,9.6413422,16.231131,0
605,ILS1/North East,2019,15.878653,91.76149,185.50981,189.25722,283.80438,307.15674,284.08002,182.53435,199.79222,133.37285
606,ILS1/North East,2020,13.834188,129.04759,153.65344,203.38339,202.3101,196.61221,240.97307,186.23799,194.6472,214.62517
607,ILS1/North East,2021,16.971676,120.34589,168.65692,248.81133,222.84235,217.89487,219.35353,173.43814,155.72731,105.59662
608,ILS1/North East,2022,0,0,3.2789035,0,4.4606018,0,0,5.288487,8.5697145,0
609,ILS1/North East,2023,0.3455843,3.4350097,1.6394517,1.8182811,2.2303009,0,3.365417,5.288487,0,0
610,,,,,,,,,,,,
611,ILS1/North West,All Years,,,,,,,,,,
612,ILS1/North West,2016,0.057558827,0.62362021,0.71170831,0,0,2.4984384,0,2.1675048,3.5960875,0
613,ILS1/North West,2017,0,2.4765041,1.3814826,0,1.8647671,2.316638,0,0,0,0
614,ILS1/North West,2018,0.1713156,1.2306557,1.3510592,4.063323,2.8443298,2.2154038,3.1478217,4.2464647,7.2761669,0
615,ILS1/North West,2019,5.27806,33.708828,71.806427,76.571495,114.90215,129.16975,115.31689,79.828575,90.694725,56.155239
616,ILS1/North West,2020,4.5858469,46.760887,59.464561,82.202095,81.745941,81.771294,98.557617,80.799492,89.153046,90.130692
617,ILS1/North West,2021,6.5821085,45.237751,62.550613,93.789345,83.333336,82.147377,86.292404,69.352219,64.160446,44.561474
618,ILS1/North West,2022,0,0,1.2663758,0,1.8337352,0,0,2.2859755,4.1213322,0
619,ILS1/North West,2023,0.11118375,1.2293394,0.63318789,0.72552091,0.91686761,0,1.4466755,2.2859755,0,0
620,,,,,,,,,,,,
621,ILS1/South East,All Years,,,,,,,,,,
622,ILS1/South East,2016,0.19012238,2.067611,2.4399171,0,0,8.2142267,0,7.581501,11.550012,0
623,ILS1/South East,2017,0,8.1052055,4.7244468,0,6.3702383,7.544323,0,0,0,0
624,ILS1/South East,2018,0.56636155,4.0402408,4.5605874,14.011097,9.7008896,7.1973515,10.837172,14.956626,23.56823,0
625,ILS1/South East,2019,17.576952,110.78212,242.44312,265.13599,392.81888,420.47723,390.54254,277.19016,299.72424,171.4939
626,ILS1/South East,2020,15.356265,153.95834,198.22887,282.4635,278.87671,270.39206,323.24268,278.10306,288.63501,267.17557
627,ILS1/South East,2021,22.137314,159.76332,216.78119,319.05594,279.91425,274.97708,290.76569,228.04463,220.5522,154.55951
628,ILS1/South East,2022,0,0,4.2395334,0,6.3799925,0,0,7.7657838,14.821403,0
629,ILS1/South East,2023,0.39065093,4.1079569,2.1197667,2.5382643,3.1899962,0,4.6074457,7.7657838,0,0
630,,,,,,,,,,,,
631,ILS1/South West,All Years,,,,,,,,,,
632,ILS1/South West,2016,0.24766146,2.5660765,2.9729168,0,0,9.6172342,0,8.3160086,11.916111,0
633,ILS1/South West,2017,0,10.151254,5.7193513,0,7.5500188,8.9361515,0,0,0,0
634,ILS1/South West,2018,0.73845065,5.0408306,5.579423,16.681681,11.486771,8.5568819,12.418504,16.612675,23.897718,0
635,ILS1/South West,2019,23.005451,138.62285,297.36734,315.66272,457.20764,497.51245,451.30206,305.14734,304.87805,179.10448
636,657678789,2020,20.058292,194.41318,243.8378,336.98663,322.65326,316.62268,375.85013,304.85358,295.31192,278.82892
637,,2021,27.449076,192.18449,273.05753,415.75305,372.52072,359.86383,373.32648,298.56436,272.86508,185.30997
638,,2022,0,0,5.102952,0,7.4931626,0,0,8.4781685,14.04889,0
639,ILS1/South West,2023,0.49599975,5.1346564,2.551476,2.9938326,3.7465813,0,5.4427691,8.4781685,0,0
640,,,,,,,,,,,,
641,ILS1/West Midlands,All Years,,,,,,,,,,
642,ILS1/West Midlands,2016,0.079202153,0.98371947,1.1768029,0,0,3.8627191,0,3.2182281,5.2279382,0
643,ILS1/West Midlands,2017,0,3.8886297,2.2669055,0,3.094203,3.6916034,0,0,0,0
644,ILS1/West Midlands,2018,0.2336607,1.9127957,2.2022793,6.6544228,4.6383624,3.6328628,4.8079233,6.3810101,10.396631,0
645,ILS1/West Midlands,2019,7.2288146,52.053757,116.44677,127.15308,186.09659,216.35266,174.87889,119.44802,131.06847,84.143608
646,ILS1/West Midlands,2020,6.2892447,71.240425,95.724648,137.26749,131.54875,138.70119,149.50876,121.22372,127.21972,132.82733
647,ILS1/West Midlands,2021,9.5970306,67.652786,95.14505,146.3307,130.25264,126.64294,133.49905,109.77205,103.24258,74.667389
648,ILS1/West Midlands,2022,0,0,2.0606236,0,3.0327845,0,0,3.5299516,5.9980807,0
649,ILS1/West Midlands,2023,0.1596261,1.835317,1.0303118,1.2104779,1.5163922,0,2.3426886,3.5299516,0,0
650,,,,,,,,,,,,
651,ILS1/Yorkshire and The Humber,All Years,,,,,,,,,,
652,ILS1/Yorkshire and The Hummmber,2016,0.085405633,0.9872058,1.1240122,0,0,3.9063263,0,3.2227917,5.2507219,0
653,ILS1/Yorkshire and The Hummmber,2017,0,3.9057159,2.1945465,0,2.9682398,3.6282496,0,0,0,0
654,ILS1/Yorkshire and The Hummmber,2018,0.25311586,1.9300921,2.1450253,6.3946795,4.5152164,3.4871151,4.9842997,6.3979526,10.684902,0
655,ILS1/Yorkshire and The Hummmber,2019,7.8252859,52.50346,114.13612,120.98837,181.43649,204.42931,182.60333,121.57666,132.47841,83.75209
656,ILS1/Yorkshire and The Hummmber,2020,6.7944183,72.288696,94.684303,129.3661,128.21851,130.75621,155.05785,123.34459,128.52094,134.3828
657,ILS1/Yorkshire and The Humber,2021,10.489162,69.515961,94.840508,139.47801,121.68651,115.32348,118.91419,96.875259,87.645264,58.386414
658,ILS1/Yorkshire and The Humber,2022,0,0,2.0103128,0,2.9224813,0,0,3.6306865,6.0797668,0
659,ILS1/Yorkshire and The Humber,2023,0.16898942,1.8677973,1.0051564,1.16171,1.4612406,0,2.2789946,3.6306865,0,0
660,,,,,,,,,,,,
661,ILS2/East Midlands,All Years,,,,,,,,,,
662,ILS2/East Midlands,2016,0.33165407,0,3.6389439,4.1450777,4.1657987,0,3.5883451,0,7.6161461,12.965124
663,ILS2/East Midlands,2017,0.16469473,0,0,2.0377805,2.1439903,4.9418101,3.5571997,4.7798862,0,12.958404
664,ILS2/East Midlands,2018,0.8206138,6.3689198,3.4265351,6.0197449,4.358058,11.894567,0,0,30.409,0
665,ILS2/East Midlands,2019,11.960448,83.972366,123.72926,178.88736,214.983,216.84387,254.68016,203.43057,256.23633,257.59918
666,ILS2/East Midlands,2020,12.229723,97.646873,130.14479,188.48167,225.26004,229.3578,214.41373,254.27647,227.13507,288.7897
667,ILS2/East Midlands,2021,14.113342,110.41165,145.76259,208.94189,279.37711,277.32785,268.89465,241.41386,256.54181,244.31015
668,ILS2/East Midlands,2022,0.1646554,0,1.6076137,1.8230876,0,4.7829728,2.9083295,0,0,0
669,ILS2/East Midlands,2023,0.49396619,3.1623054,0,1.8230876,2.2219753,0,0,0,7.8198309,0
670,,,,,,,,,,,,
671,ILS2/East of England,All Years,,,,,,,,,,
672,ILS2/East of England,2016,0.28723872,0,3.1515915,3.5559981,3.4017656,0,2.9014943,0,5.5570993,9.3685589
673,ILS2/East of England,2017,0.14357811,0,0,1.7454444,1.7888128,3.9932115,2.8867526,3.681072,0,9.2747173
674,ILS2/East of England,2018,0.71648431,5.4119878,2.9779186,5.1368985,3.686636,9.4959545,0,0,22.331398,0
675,ILS2/East of England,2019,10.462185,71.187759,107.15785,153.43112,181.75748,173.06833,208.62686,159.44917,189.46782,181.47174
676,ILS2/East of England,2020,10.750607,82.493744,112.87318,162.44421,190.18851,182.42848,176.9117,199.92003,169.06171,198.18034
677,ILS2/East of England,2021,12.771029,90.841301,116.30293,163.97618,213.54825,207.2748,210.72173,189.75333,211.62102,204.69727
678,ILS2/East of England,2022,0.14322852,0,1.3651319,1.5685045,0,3.9853339,2.3158333,0,0,0
679,ILS2/East of England,2023,0.42968553,2.7202373,0,1.5685045,1.8642108,0,0,0,6.0270009,0
680,,,,,,,,,,,,
681,ILS2/London,All Years,,,,,,,,,,
682,ILS2/London,2016,0.092434898,0,1.5048683,1.9780829,2.3792245,0,1.9938589,0,4.4818931,7.6324224
683,ILS2/London,2017,0.046072077,0,0,0.9517374,1.1899804,3.0866103,2.0000801,2.6847799,0,7.5035644
684,ILS2/London,2018,0.22928396,2.3180344,1.3833172,2.7377508,2.342469,7.3743048,0,0,17.384502,0
685,ILS2/London,2019,3.3436131,30.415894,49.287331,79.800758,111.84917,132.43524,153.44453,113.45177,143.66602,139.25638
686,ILS2/London,2020,3.4362073,34.639408,51.738075,82.937492,113.3623,136.98442,133.26173,141.72701,125.75452,150.22192
687,ILS2/London,2021,5.1661887,40.599171,52.919605,74.550705,100.0435,99.642876,101.10128,92.946579,98.872849,93.605278
688,ILS2/London,2022,0.049489297,0,0.64193916,0.81241369,0,2.9321644,2.0052941,0,0,0
689,ILS2/London,2023,0.14846788,1.1625744,0,0.81241369,1.1210637,0,0,0,4.8761458,0
690,,,,,,,,,,,,
691,ILS2/North east,All Years,,,,,,,,,,
692,ILS2/North east,2016,0.53686088,0,5.0022511,5.734767,5.7048321,0,4.778059,0,10.745755,20.416496
693,ILS2/North east,2017,0.26827705,0,0,2.7850499,2.9653351,6.9657288,4.8063059,6.348803,0,20.395676
694,ILS2/North east,2018,1.3372703,9.3248787,4.8019209,8.1539469,6.0049238,16.462532,0,0,42.612122,0
695,ILS2/North east,2019,19.619595,125.03539,174.71785,240.9511,295.39426,296.04636,363.58484,267.3472,356.31943,406.09137
696,ILS2/North east,2020,20.125746,146.96317,185.13376,256.15814,307.15491,310.94528,306.15976,336.61792,311.68832,452.02383
697,ILS2/North east,2021,21.950327,154.95628,197.01465,275.71808,359.80228,341.19388,324.70044,305.95163,303.74036,283.15945
698,ILS2/North east,2022,0.28355199,0,2.3478036,2.4973779,0,6.5297594,4.1160731,0,0,0
699,ILS2/North east,2023,0.85065597,4.9802036,0,2.4973779,2.9036849,0,0,0,10.215549,0
700,,,,,,,,,,,,
701,ILS2/North West,All Years,,,,,,,,,,
702,ILS2/North West,2016,0.21921796,0,2.4225979,2.8605347,2.7797854,0,2.3164771,0,5.0872464,9.0366888
703,ILS2/North West,2017,0.10956106,0,0,1.3981516,1.4675667,3.3674002,2.3052099,3.1518896,0,9.039957
704,ILS2/North West,2018,0.54727948,4.2683511,2.2815163,4.1242213,3.0047626,8.0482893,0,0,20.300447,0
705,ILS2/North West,2019,7.9649978,56.299728,83.00058,122.15093,148.68309,146.5929,171.66425,132.67798,170.97455,174.29195
706,ILS2/North West,2020,8.165576,65.640808,87.665466,128.34308,155.96568,155.22406,147.84412,165.95256,150.73862,191.42087
707,ILS2/North West,2021,9.8189907,67.727394,85.788399,119.50204,156.57123,152.38351,150.65643,140.92746,152.40584,140.80331
708,ILS2/North West,2022,0.11199136,0,1.077296,1.219304,0,3.2585497,1.9952513,0,0,0
709,ILS2/North West,2023,0.3359741,2.173346,0,1.219304,1.4922923,0,0,0,4.9694381,0
710,,,,,,,,,,,,
711,ILS2/South East,All Years,,,,,,,,,,
712,ILS2/South East,2016,0.21719347,0,2.5922518,3.0484087,3.0253525,0,2.6096714,0,5.1773233,8.5026779
713,ILS2/South East,2017,0.10842495,0,0,1.4901575,1.5827292,3.589762,2.5803788,3.4591303,0,8.4167995
714,ILS2/South East,2018,0.54166251,4.3203077,2.4374192,4.365859,3.2361412,8.5943136,0,0,21.049309,0
715,ILS2/South East,2019,7.9333768,57.207005,87.419815,129.2632,159.76263,155.86766,187.69043,146.05324,180.57253,163.62595
716,ILS2/South East,2020,8.1783447,66.36422,91.948738,136.23416,165.9778,166.4115,158.10463,181.243,160.0683,181.45827
717,ILS2/South East,2021,9.5860147,72.516319,92.906326,129.50761,168.05249,163.90352,164.97437,151.37234,163.11693,149.77141
718,ILS2/South East,2022,0.11160876,0,1.1307356,1.3287977,0,3.5640459,2.1267545,0,0,0
719,ILS2/South East,2023,0.33482629,2.2074325,0,1.3287977,1.621534,0,0,0,5.6198721,0
720,,,,,,,,,,,,
721,ILS2/South west,All Years,,,,,,,,,,
722,ILS2/South west,2016,0.3086558,0,2.8792307,3.1383872,2.8987188,0,2.5344045,0,5.1615567,8.2706146
723,ILS2/South west,2017,0.15412833,0,0,1.5371609,1.5170593,3.3530605,2.4791136,3.3030553,0,8.2856903
724,ILS2/South west,2018,0.76952672,5.2177091,2.7214217,4.5267305,3.1212935,8.016161,0,0,20.637705,0
725,ILS2/South west,2019,11.297896,69.553802,97.91468,134.80482,154.54732,145.46024,176.15703,140.61551,173.58452,161.87778
726,ILS2/South west,2020,11.604589,80.819321,103.21116,143.19395,162.60681,154.3067,146.32016,175.07002,152.56306,177.43367
727,ILS2/South west,2021,12.416704,85.27536,109.41201,154.38113,202.63603,191.70088,190.08826,178.74608,188.53696,173.26282
728,ILS2/South west,2022,0.15939303,0,1.2859255,1.3992668,0,3.3129587,1.9207129,0,0,0
729,ILS2/South west,2023,0.4781791,2.7353046,0,1.3992668,1.6011015,0,0,0,5.1119518,0
730,,,,,,,,,,,,
731,ILS2/West Midlands,All Years,,,,,,,,,,
732,ILS2/West Midlands,2016,0.27211663,0,3.1411474,3.5452821,3.5687521,0,2.8526602,0,6.0760722,10.733068
733,ILS2/West Midlands,2017,0.13505939,0,0,1.745383ju5,1.8479165,4.099957,2.8183305,3.8015587,0,10.6929
734,ILS2/West Midlands,2018,0.67264515,5.3137078,2.9404414,1.745383ju6,3.7624395,9.9820328,0,0,23.829382,0
735,ILS2/West Midlands,2019,9.804554,70.48716,105.89582,1.745383ju7,186.03238,183.91077,204.12491,161.40866,200.68469,207.40433
736,ILS2/West Midlands,2020,10.068642,81.040504,111.95701,1.745383ju8,196.34642,196.01694,173.3192,200.48846,179.0083,232.80423
737,ILS2/West Midlands,2021,11.490796,83.308464,110.15643,157.56705,210.55716,204.51749,210.62662,195.23335,211.71062,207.67297
738,ILS2/West Midlands,2022,0.14021057,0,1.3521371,1.5609391,0,4.048665,2.3339403,0,0,0
739,ILS2/West Midlands,2023,0.42063171,2.6448379,0,1.5609391,1.856114,0,0,0,5.9488401,0
740,,,,,,,,,,,,
741,ILS2/Yorkshire and The Humber,All Years,,,,,,,,,,
742,ILS2/Yorkshire and The Humber,2016,0.32605046,0,3.4393218,3.9391792,3.8915806,0,3.2923977,0,7.3953557,12.565971
743,ILS2/Yorkshire and The Humber,2017,0.16290148,0,0,1.9391118,2.0374484,4.7202096,3.3087385,4.3853879,0,12.653422
744,ILS2/Yorkshire and The Humber,2018,0.8138206,6.1165819,3.2986426,5.7029881,4.1639776,11.26913,0,0,28.866278,0
745,ILS2/Yorkshire and The Humber,2019,11.904335,81.259682,119.34714,169.92195,205.10674,204.55295,244.84085,184.11583,244.07753,250.78371
746,ILS2/Yorkshire and The Humber,2020,12.225417,93.466537,127.44739,180.01964,214.23621,216.37996,208.45,231.14099,214.30103,275.30972
747,ILS2/Yorkshire and The Humber,2021,14.274763,96.198021,121.07917,168.03981,215.08192,202.30592,195.40791,186.10858,194.46605,180.53972
748,ILS2/Yorkshire and The Humber,2022,0.16824085,0,1.5705737,1.7615558,0,4.5164061,2.7849722,0,0,0
749,ILS2/Yorkshire and The Humber,2023,0.50472254,3.1251953,0,1.7615558,2.08655,0,0,0,7.1828761,0
750,,,,,,,,,,,,
751,ILS3/East Midlands,All Years,,,,,,,,,,
752,ILS3/East Midlands,2016,0.71832889,6.11303,12,5.7098265,0,0,3.1466331,4.2841229,0,11.717834
753,ILS3/East Midlands,2017,0.53555936,3.0058916,12,3.7720191,0,4.1340251,9.2044306,4.2110581,6.7736912,0
754,ILS3/East Midlands,2018,1.2479899,4.4983582,12,5.6006722,9.6633291,9.8417444,8.8799429,12.202066,19.966722,11.471837
755,ILS3/East Midlands,2019,13.589678,104.19026,12,159.33482,210.94162,202.2166,,346.22498,282.67157,267.88705
756,ILS3/East Midlands,2020,9.8341427,83.055199,12,156.43262,155.6221,207.06712,218.31708,221.86758,265.56897,244.58032
757,ILS3/East Midlands,2021,9.9135399,108.69383,12,168.40895,249.13292,297.68719,339.67166,382.17169,300.61627,310.47867
758,ILS3/East Midlands,2022,0.18429409,0,0,5.1799159,0,2.0501466,4.7509322,3.8627937,0,11.175682
759,ILS3/East Midlands,2023,0.18429409,3.1359758,1.5211439,0,0,4.1002932,0,3.8627937,12.695189,0
