ID,table,diagnosis Year,Age Specific Incidence Age0_49,age Specific Incidence  Age 0-54,ageSpecificIncidenceAge 55-59,age SpecificIncidence Age60-64,ageSpecificIncidenceAge65_69,age Spes IncidenceAge70-74,Age_Specific_IncidenceAge75_79,Age80_84,Age85_89,Age 90
1014,ILS5/Yorkshire and The Humber,2018,0.4343926,4.6673717,4.9450278,11.177347,9.4177923,5.5435448,5.5864363,10.633396,12.389271,22.980581
1015,ILS5/Yorkshire and The Humber,2019,8.5299225,56.506931,109.58551,104.47214,145.57993,184.15208,206.16348,216.681,269.12265,362.43823
1016,ILS5/Yorkshire and The Humber,2020,5.4848857,60.819462,91.324203,114.44717,151.42691,155.64063,195.89386,210.39772,303.25571,312.02927
1017,ILS5/Yorkshire and The Humber,2021,9.3409166,76.785255,112.9753,134.16902,200,231.89738,275.73779,309.37363,288.53552,312.63025
1018,ILS5/Yorkshire and The Humber,2022,0,1.6295934,1.57923,3.4014184,0,1.9131799,2.1441743,0,0,0
1019,ILS5/Yorkshire and The Humber,2023,0.66649044,1.6295934,1.57923,1.7007092,3.8745422,1.9131799,2.1441743,3.4594893,5.1525145,10.217636
1020,,,,,,,,,,,,
1021,ILS1/Emergency dept,All Years,,,,,,,,,,
1022,ILS1/Emergency dept,2016,0.12813953,0.43313295,0.50559866,1.4255167,1.3121207,1.76413,0,0.99736696,2.4115949,0
1023,ILS1/Emergency dept,2017,0.063794322,0.71350187,1.7947903,0.59537631,2.4756708,0.8207463,1.1155485,1.4910314,3.2039473,1.3880792
1024,8.69E+12,2018,0.063589238,0.28282061,1.2693135,0.38569385,1.1360615,1.57793,1.8577554,0.98297006,0.80345809,1.4034693
1025,ILS1/Emergency dept,2019,0,0,0,0,0,0,0,0,0,0
1026,ILS1/Emergency dept,2020,0,0,0,0,0,0,0,0,0,0
1027,ILS1/Emergency dept,2021,0,0,0,0,0,0,0,0,0,0
1028,ILS1/Emergency dept,2022,0.051164247,0.56144291,0.73771882,1.3836617,1.0996431,1.5783119,1.710665,0.53585398,0.92444509,2.9686804
1029,ILS1/Emergency dept,2023,0.11511956,0.70180362,1.0328064,0.86478859,2.4192147,3.1566238,1.026399,0.53585398,0.92444509,0
1030,,,,,,,,,,,,
1031,ILS1/Non-Emergency dept,All Years,,,,,,,,,,
1032,ILS1/Non-Emergency dept,All Years,1.0379303,9.5289249,14.325295,20.160879,19.68181,22.051624,18.798933,17.453922,17.68503,12.562814
1033,ILS1/Non-Emergency dept,All Years,1.1738155,13.699236,16.968925,20.441254,25.206831,22.160149,14.873981,17.892378,17.62171,19.433109
1034,ILS1/Non-Emergency dept,All Years,0.99199206,10.322953,14.755768,23.527325,19.085835,17.357231,20.435308,12.77861,12.85533,14.034694
1035,ILS1/Non-Emergency dept,All Years,0,0,0,0,0,0,0,0,0,0
1036,ILS1/Non-Emergency dept,All Years,0,0,0,0,0,0,0,0,0,0
1037,ILS1/Non-Emergency dept,All Years,0,0,0,0,0,0,0,0,0,0
1038,ILS1/Non-Emergency dept,2022,0.79304588,9.2638083,12.836308,16.085068,21.553003,18.676691,18.133049,21.970013,14.791121,8.9060411
1039,ILS1/Non-Emergency dept,2023,0.9081654,8.5620041,14.459289,17.295771,18.474003,16.572275,20.870113,15.539765,21.262238,25.233784
1040,,,,,,,,,,,,
1041,ILS2/Emergency dept,All Years,,,,,,,,,,
1042,ILS2/Emergency dept,2016,0.052184794,0.53819865,0.77845365,1.0970666,0.37009007,1.6886024,1.5635309,1.2612143,1.3238983,2.2578461
1043,ILS2/Emergency dept,2017,0.065061361,0.66518819,0.45223767,0.71442479,0.76814061,0.66671109,0.93245018,1.6590351,4.587697,2.247292
1044,ILS2/Emergency dept,2018,0.10381637,0.39692777,1.3165344,1.5711988,0.39027816,1.0638275,1.2199473,0.81440187,1.3141123,1.1223848
1045,ILS2/Emergency dept,2019,0,0,0,0,0,0,0,0,0,0
1046,ILS2/Emergency dept,2020,0,0,0,0,0,0,0,0,0,0
1047,ILS2/Emergency dept,2021,0,0,0,0,0,0,0,0,0,0
1048,ILS2/Emergency dept,2022,0.054034237,1.074808,1.0951643,0.79200768,1.9408921,0.43254372,1.0535077,2.0523345,2.0285621,2.2824275
1049,ILS2/Emergency dept,2023,0.094559915,0.80610597,0.13689554,0.79200768,0.58226764,0.86508745,0.52675384,2.4628015,1.3523748,0
1050,,,,,,,,,,,,
1051,ILS2/Non-Emergency dept,All Years,,,,,,,,,,
1052,ILS2/Non-Emergency dept,2016,0.9654187,9.1493769,14.167856,16.638844,19.614773,17.127253,15.635309,18.918215,21.844322,12.418153
1053,ILS2/Non-Emergency dept,2017,1.0149572,7.4501076,12.059671,13.752677,15.170777,18.223436,17.094921,14.101798,13.107706,10.112814
1054,ILS2/Non-Emergency dept,2018,0.88243914,9.790885,9.5083036,14.315368,15.025709,18.510599,20.434118,16.288038,22.339909,15.713387
1055,ILS2/Non-Emergency dept,2019,0,0,0,0,0,0,0,0,0,0
1056,ILS2/Non-Emergency dept,2020,0,0,0,0,0,0,0,0,0,0
1057,ILS2/Non-Emergency dept,2021,0,0,0,0,0,0,0,0,0,0
1058,ILS2/Non-Emergency dept,2022,0.81051356,5.5083909,11.362329,11.880116,17.273939,15.787846,20.5434,16.829144,18.933247,17.118206
1059,ILS2/Non-Emergency dept,2023,0.66191941,6.1801457,8.6244192,12.830524,14.75078,18.166836,18.173008,17.239611,22.314184,18.25942
1060,,,,,,,,,,,,
1061,ILS3/Emergency dept,All Years,,,,,,,,,,
1062,ILS3/Emergency dept,2016,0.071385719,0.37982762,0,0.32587886,0.15579455,1.3822737,0.52875924,1.7639173,2.2541687,2.8730679
1063,ILS3/Emergency dept,2017,0.014269201,0.12525897,0.55692464,0.64014751,0.81692272,0.36112231,0.78200144,1.3850319,0.55069721,0.94576955
1064,ILS3/Emergency dept,2018,0.042721167,0.50010753,0.54242951,0.62808841,0.6689713,1.0351127,1.5179344,1.349892,0.5449205,0
1065,ILS3/Emergency dept,2019,0,0,0,0,0,0,0,0,0,0
1066,677668778,2020,0,0,0,0,0,0,0,0,0,0
1067,ILS3/Emergency dept,2021,0,0,0,0,0,0,0,0,0,0
1068,ILS3/Emergency dept,2022,0.044498581,0,0.76551217,0.57432318,1.5308752,0.89495069,0.41454557,0.65623903,1.5603626,0.90941334
1069,ILS3/Emergency dept,2023,0.074164301,0.39214918,1.0206828,0.57432318,0.68038899,0.89495069,1.036364,1.6405976,0.52012086,1.8188267
1070,,,,,,,,,,,,
1071,ILS3/Non-Emergency dept,All Years,,,,,,,,,,
1072,ILS3/Non-Emergency dept,2016,0.89946008,4.6845403,12.055576,12.220457,15.579454,16.784752,15.334017,16.228039,16.906265,28.730679
1073,ILS3/Non-Emergency dept,2017,0.98457485,6.3882074,9.0500259,12.002766,14.541224,16.972748,13.033358,18.697931,16.520916,12.295005
1074,ILS3/Non-Emergency dept,2018,0.88290411,5.8762636,8.6788721,12.718791,13.379425,16.216766,13.155432,17.548595,15.802695,24.368526
1075,ILS3/Non-Emergency dept,2019,0,0,0,0,0,0,0,0,0,0
1076,ILS3/Non-Emergency dept,2020,0,0,0,0,0,0,0,0,0,0
1077,ILS3/Non-Emergency dept,2021,0,0,0,0,0,0,0,0,0,0
1078,ILS3/Non-Emergency dept,2022,0.78614157,5.0979395,8.4206333,11.486464,13.60778,18.435984,15.545459,20.015291,22.365198,17.278852
1079,ILS3/Non-Emergency dept,2023,0.7119773,7.1894016,7.399951,9.4763317,13.437682,16.109112,15.960005,18.702812,23.92556,8.18472
1080,,,,,,,,,,,,
1081,ILS4/Emergency dept,All Years,,,,,,,,,,
1082,ILS4/Emergency dept,2016,0.030808941,0.24554549,0.27780363,0.46962175,0.1447859,0.54150552,0.73481327,0.65489388,1.5935069,2.7367268
1083,ILS4/Emergency dept,2017,0.12346921,0,0.2703945,0.30847299,0.61233145,0.82108414,0.96508563,1.60042,0.51643825,2.6909933
1084,ILS4/Emergency dept,2018,0.046298776,0.1219655,0.26340294,0.15159026,0.63061148,0.78335893,1.3973734,0.6215871,1.0151511,0.88352489
1085,ILS4/Emergency dept,2019,0,0,0,0,0,0,0,0,0,0
1086,ILS4/Emergency dept,2020,0,0,0,0,0,0,0,0,0,0
1087,ILS4/Emergency dept,2021,0,0,0,0,0,0,0,0,0,0
1088,ILS4/Emergency dept,2022,0.063978322,0.12886399,0.62372684,0.27890229,0,1.1532581,0.36946449,0.8876186,0.92560881,0.83164924
1089,ILS4/Emergency dept,2023,0.063978322,0.12886399,0.37423608,0.27890229,0.48483202,0.49425349,1.1083935,0.59174573,1.8512176,0.83164924
1090,,,,,,,,,,,,
1091,ILS4/Non-Emergency dept,All Years,,,,,,,,,,
1092,ILS4/Non-Emergency dept,2016,0.92426825,6.3841829,7.2228942,11.584002,10.279799,15.523157,19.839958,18.664474,15.403901,15.508119
1093,ILS4/Non-Emergency dept,2017,0.95688641,5.2385297,8.9230185,10.796555,13.165126,13.629996,13.75247,22.085794,16.526024,17.939955
1094,ILS4/Non-Emergency dept,2018,0.91054261,3.9028959,9.7459087,8.7922354,12.296924,13.16043,14.905316,16.782852,19.287872,24.738697
1095,ILS4/Non-Emergency dept,2019,0,0,0,0,0,0,0,0,0,0
1096,ILS4/Non-Emergency dept,2020,0,0,0,0,0,0,0,0,0,0
1097,ILS4/Non-Emergency dept,2021,0,0,0,0,0,0,0,0,0,0
1098,ILS4/Non-Emergency dept,2022,0.76773983,4.1236477,7.9837031,11.853348,11.312747,11.862083,13.854918,19.231737,12.495719,14.138037
1099,ILS4/Non-Emergency dept,2023,0.65577775,4.8968315,6.3620133,8.2276182,10.989526,13.344844,14.77858,18.048244,13.421328,19.127934
1100,,,,,,,,,,,,
1101,ILS5/Emergency dept,All Years,,,,,,,,,,
1102,ILS5/Emergency dept,2016,0,0,0.13787417,0.15613461,0.56994265,0.52983779,1.1948745,0.94306409,1.5070454,1.7607493
1103,ILS5/Emergency dept,2017,0.032208301,0.11967836,0,0,0.30289721,0,0.23548307,0.3064411,0.4898071,2.5643437
1104,ILS5/Emergency dept,2018,0.032289531,0,0.13110662,0.30465004,0.47037941,0.30458555,1.1326311,0.89117295,1.4387248,0.83998322
1105,ILS5/Emergency dept,2019,0,0,0,0,0,0,0,0,0,0
1106,ILS5/Emergency dept,2020,0,0,0,0,0,0,0,0,0,0
1107,ILS5/Emergency dept,2021,0,0,0,0,0,0,0,0,0,0
1108,ILS5/Emergency dept,2022,0.033149425,0.87978274,0,0.41980588,0.32345763,0.48056975,0.35117909,1.4110184,1.7098694,1.5415447
1109,ILS5/Emergency dept,2023,0,0.2513665,0.37407929,0.69967645,0.16172881,0.80094963,1.4047164,1.4110184,0.85493469,1.5415447
1110,,,,,,,,,,,,
1111,ILS5/Non-Emergency dept,All Years,,,,,,,,,,
1112,ILS5/Non-Emergency dept,2016,0.81748939,3.7219265fgdgf,7.7209539,11.241692,12.396253,14.129008,19.595942,14.774671,20.596287,20.248617
1113,ILS5/Non-Emergency dept,2017,0.95014495,3.7219265fgdgf,6.8466392,8.0503454,9.6927109,14.211259,14.59995,12.564084,19.102478,21.36953
1114,ILS5/Non-Emergency dept,2018,0.61350107,3.7219265fgdgf,6.1620111,7.1592755,11.602693,13.554056,16.083363,16.932285,20.621721,20.159597
1115,ILS5/Non-Emergency dept,,0,3.7219265fgdgf,0,0,0,0,0,0,0,0
1116,ILS5/Non-Emergency dept,,0,3.7219265fgdgf,0,0,0,0,0,0,0,0
1117,ILS5/Non-Emergency dept,,0,3.7219265fgdgf,0,0,0,0,0,0,0,0
1118,ILS5/Non-Emergency dept,2022,0.54696554,3.7219265fgdgf,7.6062789,9.0957937,11.159288,12.334624,15.627469,16.367813,16.671227,20.810852
1119,ILS5/Non-Emergency dept,2023,0.5303908,3.7219265fgdgf,4.3642583,8.8159237,11.967933,12.494814,13.169215,18.907646,16.243759,19.269308
1120,,,,,,,,,,,,
1121,ILS1/Early,All Years,,,,,,,,,,
1122,ILS1/Early,All Years,0.56381392,4.7644625,5.0559864,7.9421649,8.7474718,9.1146717,9.9523764,6.9815688,10.450245,4.1876049
1123,ILS1/Early,All Years,0.63794321,6.2788167,7.9949746,8.1368093,10.577867,10.122538,6.6932912,5.4671154,6.4078946,4.1642375
1124,ILS1/Early,All Years,0.43240681,4.9493608,6.3465672,9.0638056,7.0435815,8.6786156,9.2887774,2.4574251,6.4276648,1.4034693
1125,ILS1/Early,2019,0.44492707,2.6737328,4.787571,6.1893492,8.5883856,12.583979,10.646148,4.8480616,3.210479,1.3760836
1126,ILS1/Early,2020,0.35601461,3.8058884,5.1296673,6.9075713,8.3178034,6.5491018,7.3085523,8.3298626,4.8788023,8.4045382
1127,ILS1/Early,2021,0.70857322,3.4115362,6.0797586,7.6354761,7.4996119,7.1830273,6.7720141,5.862433,5.0015559,4.7523999
1128,ILS1/Early,2022,0,0,0,0,0,0,0,0,0,0
1129,ILS1/Early,2023,0,0,0,0,0,0,0,0,0,0
1130,,,,,,,,,,,,
1131,ILS1/Advanced,All Years,,,,,,,,,,
1132,ILS1/Advanced,2016,0.5125581,4.7644625,8.9322433,11.200489,11.153026,11.760866,7.740737,8.9763021,10.450245,8.3752098
1133,ILS1/Advanced,2017,0.53587234,7.8485208,9.463439,11.113691,14.628964,11.216866,8.1806889,12.922273,13.616776,11.104633
1134,ILS1/Advanced,2018,0.52143174,5.0907712,8.5678654,13.884978,11.81504,9.7305689,11.146532,9.8297005,6.4276648,9.8242855
1135,ILS1/Advanced,2019,0.47035146,4.3624063,9.1118288,8.064909,13.108589,14.38169,11.013256,10.18093,9.6314373,6.8804183
1136,ILS1/Advanced,2020,0.59759593,5.9202709,6.7892656,10.543135,9.6666355,8.8160992,10.597401,6.369895,11.383872,5.6030254
1137,ILS1/Advanced,2021,0.67842114,6.2982206,7.4014449,12.064053,9.9994822,9.9861593,12.142922,8.2763758,8.891655,2.85144
1138,ILS1/Advanced,2022,0,0,0,0,0,0,0,0,0,0
1139,ILS1/Advanced,2023,0,0,0,0,0,0,0,0,0,0
1140,,,,,,,,,,,,
1141,ILS2/Early,All Years,,,,,,,,,,
1142,ILS2/Early,2016,0.58707893,4.9783373,5.7605572,5.485333,8.3270264,6.5131807,7.1922426,7.567286,8.6053391,2.2578461
1143,ILS2/Early,2017,0.44241723,3.3259408,4.5223765,6.0726104,6.3371601,9.5561924,6.5271516,8.7099342,7.2092385,6.7418761
1144,ILS2/Early,2018,0.46717367,3.57235,4.5347295,6.459373,7.0250072,9.7872133,8.2346449,6.9224162,9.1987858,6.7343092
1145,ILS2/Early,2019,0.42834753,2.1119184,4.2697091,4.9425049,8.0168943,7.8946929,7.4126129,5.5954566,6.5105863,6.5400085
1146,ILS2/Early,2020,0.35035834,3.7091939,4.3044677,4.4565854,6.8461266,7.345005,5.4982419,5.9899607,3.9087949,4.3626208
1147,ILS2/Early,2021,0.41544986,3.0157487,3.1966414,6.0303092,7.6552372,6.4871993,5.0750628,6.3801055,2.2906883,4.956089
1148,ILS2/Early,2022,0,0,0,0,0,0,0,0,0,0
1149,ILS2/Early,2023,0,0,0,0,0,0,0,0,0,0
1150,,,,,,,,,,,,
1151,ILS2/Advanced,All Years,,,,,,,,,,
1152,ILS2/Advanced,2016,0.36529356,4.4401388,8.2516088,11.153511,9.9924316,10.855301,8.4430676,10.089714,12.577034,7.9024611
1153,ILS2/Advanced,2017,0.57253999,4.1241665,7.2358027,7.6800661,8.6415815,8.4450073,9.0136852,5.3918643,7.2092385,3.3709381
1154,ILS2/Advanced,,,5.9539165,5.4124188,7.8559942,7.4152851,9.1489162,10.979527,7.7368178,7.8846736,7.8566937
1155,ILS2/Advanced,,,3.0358827,4.6966801,7.3285418,7.2347579,6.4404078,9.4881439,7.5938339,7.8127036,6.5400085
1156,ILS2/Advanced,,,3.7091939,5.9707131,9.5734053,10.758199,9.9973679,11.285865,10.382599,9.771987,8.7252417
1157,ILS2/Advanced,2021,0.56382483,4.3269439,6.3932829,7.5765424,8.9311104,10.271399,10.875134,9.2157078,13.74413,8.9209604
1158,ILS2/Advanced,2022,0,0,0,0,0,0,0,0,0,0
1159,ILS2/Advanced,2023,0,0,0,0,0,0,0,0,0,0
1160,,,,,,,,,,,,
1161,ILS3/Early,All Years,,,,,,,,,,
1162,ILS3/Early,2016,0.58536291,2.2789657,5.4537129,5.0511222,6.6991653,7.8987069,7.4026289,7.0556693,3.9447954,8.6192036
1163,ILS3/Early,2017,0.55649883,2.8809564,5.5692468,4.961143,6.8621507,9.3891792,6.2560115,7.2714176,6.0576692,5.6746173
1164,ILS3/Early,2018,0.64081752,3.6257796,4.4750433,4.3966188,7.3586841,9.8335714,6.5777159,7.4244061,5.9941258,3.7490041
1165,ILS3/Early,2019,0.52692509,3.768707,3.1623178,4.7572937,5.7460384,6.0807009,5.8127708,10.524757,8.5846119,7.2354321
1166,ILS3/Early,x,0.36995226,2.2840466,4.7551179,4.4939847,4.5738368,5.1756897,5.1354237,5.5370626,6.9407368,5.3879309
1167,ILS3/Early,x,0.32278994,3.8239858,4.9709334,5.9456658,5.7332873,7.7085152,7.6082397,10.451769,6.3333044,6.9991603
1168,ILS3/Early,x,0,0,0,0,0,0,0,0,0,0
1169,ILS3/Early,x,0,0,0,0,0,0,0,0,0,0
1170,,,,,,,,,,,,
1171,ILS3/Advanced,All Years,,,,,,,,,,
1172,ILS3/Advanced,2016,0.3283743,3.2918394,4.7361193,5.8658195,7.9455218,8.293642,7.1382494,8.4668036,11.270844,14.365339
1173,ILS3/Advanced,2017,0.44234523,3.5072513,4.037704,6.7215486,6.5353818,5.958518,5.47401,10.041482,8.8111553,3.7830782
1174,ILS3/Advanced,2018,0.29904819,2.0004301,5.1530805,7.8511052,5.6862559,7.0732703,6.5777159,8.7742977,7.6288872,15.933268
1175,ILS3/Advanced,2019,0.34178925,3.8943305,4.6117134,6.4453654,8.6190577,7.2630596,8.4769573,12.169251,8.5846119,7.2354321
1176,ILS3/Advanced,2020,0.22766292,3.8067443,3.9840176,7.3401752,6.437252,8.6818018,9.8039904,10.096996,11.21196,7.183908
1177,ILS3/Advanced,2021,0.27877313,3.6921244,5.6426811,5.0068765,10.356906,10.828629,13.007635,13.335015,14.393874,11.99856
1178,ILS3/Advanced,2022,0,0,0,0,0,0,0,0,0,0
1179,ILS3/Advanced,2023,0,0,0,0,0,0,0,0,0,0
1180,,,,,,,,,,,,
1181,ILS4/Early,All Years,,,,,,,,,,
1182,ILS4/Early,2016,0.52375197,3.5604098,3.6114471,4.5396767,5.6466498,8.1225824,8.5728216,8.8410673,7.967535,5.4734535
1183,ILS4/Early,2017,0.60191244,2.9238305,5.0022984,5.5525136,7.3479772,5.0907216,6.7555995,9.9226036,10.845202,8.0729799
1184,ILS4/Early,2018,0.47842067,1.951448,3.8193424,5.4572492,5.3601975,7.2069025,5.5894938,8.0806322,5.0757556,4.4176245
1185,ILS4/Early,2019,0.26262686,2.0849814,3.5923042,5.0572433,7.1980076,5.242157,8.8364983,7.229373,6.9458914,5.1036034
1186,ILS4/Early,2020,0.30877578,1.489096,3.7554078,4.2067885,5.0022674,6.2609282,4.8622093,6.250093,3.9249549,4.1916418
1187,ILS4/Early,2021,0.29235512,1.7107942,4.310554,5.4824734,6.1095157,8.4672136,9.3501863,8.6133261,8.6260433,8.0753431
1188,ILS4/Early,2022,0,0,0,0,0,0,0,0,0,0
1189,ILS4/Early,2023,0,0,0,0,0,0,0,0,0,0
1190,,,,,,,,,,,,
1191,ILS4/Advanced,All Years,,,,,,,,,,
1192,ILS4/Advanced,2016,0.35430282,Unexpected text that is really long and isn't the antiicipated format,3.4725454,6.5747042,4.3435769,5.9565606,10.042448,8.8410673,7.4363661,8.2101803
1193,ILS4/Advanced,2017,0.354974,2.0710466,3.3799312,5.2440405,6.1233144,7.8824077,6.2730565,11.523024,5.1643825,6.2789841
1194,ILS4/Advanced,2018,0.4321219,1.951448,5.3997602,3.3349857,6.4637675,6.2668715,8.617136,6.8374581,10.659087,17.670498
1195,ILS4/Advanced,2019,0.18538368,1.3491056,3.079118,3.4210765,5.9183617,5.858881,7.2901111,8.1330442,8.9304323,16.161409
1196,ILS4/Advanced,2020,0.27789819,2.6059182,4.6316695,5.0771585,8.2295361,7.024456,8.4560156,9.2263279,10.303006,9.221612
1197,ILS4/Advanced,2021,0.30697289,2.2371924,3.2329154,6.1090417,7.7757473,10.860122,12.302877,11.484435,17.827158,20.188358
1198,ILS4/Advanced,2022,0,0,0,0,0,0,0,0,0,0
1199,ILS4/Advanced,2023,0,0,0,0,0,0,0,0,0,0
1200,,,,,,,,,,,,
1201,ILS5/Early,All Years,,,,,,,,,,
1202,ILS5/Early,2016,0.54499292,2.1611185,4.4119735,5.4647112,7.2667689,7.4177294,8.1251459,6.2870936,6.5305305,8.8037472
1203,ILS5/Early,2017,0.51533282,2.5132453,3.2219479,4.0251727,4.0891123,7.0257912,6.3580427,6.1288218,7.8369136,10.257375
1204,ILS5/Early,2018,0.41976389,2.041424,3.2776654,2.7418501,6.742105,6.700882,7.2488389,8.0205564,5.754899,5.0398993
1205,ILS5/Early,2019,0.33992231,2.0534997,3.0685201,2.3952813,4.3132577,5.6887846,7.3044138,4.0297279,5.1485596,6.4139051
1206,ILS5/Early,2020,0.19430666,2.2028859,3.3672888,4.0940104,4.3675184,5.347681,5.7219696,6.8246188,7.3482809,7.0674706
1207,ILS5/Early,2021,0.31888184,2.6212251,4.4539881,5.014503,7.766818,10.578888,8.9324036,10.149598,7.6165924,6.163518
1208,ILS5/Early,2022,0,0,0,0,0,0,0,0,0,0
1209,ILS5/Early,2023,0,0,0,0,0,0,0,0,0,0
1210,,,,,,,,,,,,
1211,ILS5/Advanced,All Years,,,,,,,,,,
1212,ILS5/Advanced,2016,0.25646725,1.8009322,3.3089802,4.9963074,4.8445125,5.4749908,9.5589962,8.1732216,13.061061,7.9233723
1213,ILS5/Advanced,2017,0.38649964,2.0345321,2.5507088,3.7155442,4.9978042,6.8661141,7.0644917,7.3545861,8.3267212,10.257375
1214,ILS5/Advanced,2018,0.17759243,1.2008377,2.4910257,4.5697503,4.5470009,6.0917106,9.2875748,7.7234988,13.428098,7.5598488
1215,ILS5/Advanced,2019,0.12949422,2.0534997,Unexpected text that is really long and isn't the antiicipated format,3.8923321,5.112009,6.8864236,5.8005638,9.2108068,9.3610172,10.422596
1216,ILS5/Advanced,2020,0.080961108,1.4685905,3.2425745,3.8015809,6.1468782,6.3875079,6.5393939,7.3933368,11.022422,12.564392
1217,ILS5/Advanced,2021,0.27539796,2.8833475,3.509203,5.014503,6.8421969,5.9390249,10.917382,14.861911,11.717834,15.408795
1218,ILS5/Advanced,2022,0,0,0,0,0,0,0,0,0,0
1219,ILS5/Advanced,2023,0,0,0,0,0,0,0,0,0,0
1220,,,,,,,,,,,,
1221,East Midlands/Emergency dept,All Years,,,,,,,,,,
1222,East Midlands/Emergency dept,2016,0.10229339,0,0.33375609,2.2648518,0.7133711,0.90507567,0,0.8534171,0,0
1223,East Midlands/Emergency dept,2017,0.16962452,0,0.64551109,0,0.37341857,0.41349483,0.61407334,0.83827919,2.7265043,0
1224,East Midlands/Emergency dept,2018,0.067694448,0.5746879,0.31332442,0.36743632,0.38389927,1.1840719,0.59173,2.4444897,2.6970534,4.802382
1225,East Midlands/Emergency dept,2019,0,0,0,0,0,0,0,0,0,0
1226,East Midlands/Emergency dept,2020,0,0,0,0,0,0,0,0,0,0
1227,East Midlands/Emergency dept,2021,0,0,0,0,0,0,0,0,0,0
1228,East Midlands/Emergency dept,2022,0.033689898,0,0,0.65542608,1.9438462,2.0078306,0.468876,1.5421509,3.8018477,2.2618294
1229,East Midlands/Emergency dept,2023,0.067379795,0,0.57956064,0.65542608,0.38876924,0.40156612,0.468876,0.77107543,2.5345652,0
1230,,,,,,,,,,,,
1231,East Midlands/Non-Emergency dept,All Years,,,,,,,,,,
1232,East Midlands/Non-Emergency dept,2016,1.0229338,7.3061604,9.6789265,16.608913,18.190962,18.55405,21.208775,17.921759,18.042274,19.377968
1233,East Midlands/Non-Emergency dept,2017,1.4248459,7.5097408,10.973689,15.314965,19.044348,15.712803,9.8251734,17.603863,9.5427656,11.970887
1234,East Midlands/Non-Emergency dept,2018,0.84618062,7.7582865,9.0864086,14.697453,18.811064,15.787625,15.976709,18.741087,17.530848,12.005955
1235,East Midlands/Non-Emergency dept,34,0,0,0,0,0,0,0,0,0,0
1236,East Midlands/Non-Emergency dept,2020,0,0,0,0,0,0,0,0,0,0
1237,East Midlands/Non-Emergency dept,2021,0,0,0,0,0,0,0,0,0,0
1238,East Midlands/Non-Emergency dept,2022,0.97700697,6.6857357,12.750334,15.0748,14.773231,14.45638,13.128529,17.734735,26.612934,20.356464
1239,East Midlands/Non-Emergency dept,2023,0.64010805,6.6857357,10.142311,10.159104,9.7192307,13.251681,15.004032,16.963659,19.009239,20.356464
1240,,,,,,,,,,,,
1241,East of England/Emergency dept,All Years,,,,,,,,,,
1242,East of England/Emergency dept,2016,0.078415342,0.22700599,0.26169857,0.59753931,0.27919781,1.4075933,0.47418535,1.2344384,0.97329283,3.335557
1243,East of England/Emergency dept,2017,0.078319065,0.44880986,0.76184672,0.88395709,0.29718125,0,0,0.60756296,0.95542926,0
1244,East of England/Emergency dept,2018,0.05219328,0,0.49453783,0.57873052,0.61484355,0.913598,0.91144824,0.59371495,0,0
1245,East of England/Emergency dept,2019,0,0,0,0,0,0,0,0,0,0
1246,East of England/Emergency dept,12020,0,0,0,0,0,0,0,0,0,0
1247,East of England/Emergency dept,2021,0,0,0,0,0,0,0,0,0,0
1248,East of England/Emergency dept,2022,0.05168644,0.68453455,0,1.0417182,0.92161649,0.31816939,0.7126441,1.7341341,0.89409453,1.5262049
1249,East of England/Emergency dept,0,0.077529654,0.91271269,0.22785583,0.26042956,0.614411,0.31816939,Unexpected text that is really long and isn't the antiicipated format,1.1560894,1.7881891,0
1250,,,,,,,,,,,,
1251,East of England/Non-Emergency dept,All Years,,,,,,,,,,
1252,East of England/Non-Emergency dept,2016,1.0193994,4.5401201,10.206244,11.054478,16.193474,12.66834,13.27719,18.516575,26.278906,23.3489
1253,East of England/Non-Emergency dept,2017,1.174786,6.956553,5.8408246,10.01818,13.373156,18.460814,18.317772,21.872267,18.153154,32.931026
1254,East of England/Non-Emergency dept,2018,0.86118913,6.4781017,5.6871848,6.3660355,11.067183,11.876774,19.140413,17.811447,18.06908,24.538271
1255,East of England/Non-Emergency dept,2019,0,0,0,0,0,0,0,0,0,0
1256,East of England/Non-Emergency dept,2020,0,0,0,0,0,0,0,0,0,0
1257,East of England/Non-Emergency dept,2021,0,0,0,0,0,0,0,0,0,0
1258,East of England/Non-Emergency dept,2022,0.56855083,5.4762764,7.7470984,10.156753,9.5233707,15.908469,19.954035,19.653521,16.987795,22.893074
1259,East of England/Non-Emergency dept,2023,0.62023723,6.617167,5.4685397,8.333746,12.902631,12.090437,13.540237,21.387653,13.411418,28.997894
1260,,,,,,,,,,,,
1261,London/Emergency dept,All Years,,,,,,,,,,
1262,London/Emergency dept,All Years,0.093565308,0.54529887,0.22447747,0.86584085,0,1.3066486,2.2027402,2.1891258,2.37572,2.0032854
1263,London/Emergency dept,All Years,0.031262096,0,1.0835433,0.84279609,1.6708996,0.81218272,1.1045879,4.339807,4.667717,0
1264,London/Emergency dept,All Years,0.10930136,0.17571913,0.83563483,1.9023962,0.33602378,1.1712711,3.841974,0.71159691,2.3148148,1.9825143
1265,London/Emergency dept,122019,0,0,0,0,0,0,0,0,0,0
1266,London/Emergency dept,122019,0,0,0,0,0,0,0,0,0,0
1267,London/Emergency dept,122019,0,0,0,0,0,0,0,0,0,0
